datetime,word,hint,won,difficulty,total_attempts,used_attempts,correct_guessed_letters,incorrect_guessed_letters,correct_guesses,incorrect_guesses,time_taken,game_name,clicks_on_guess,category,sub_category,id_game,list_of_typed_letters
2025-05-13T17:44:35,game,o jogo,True,0.0,6,0,"g,a,m,e",,,,4.11257266998291,hangman,1,tempo_de_lazer,jogos,114c08d3ce617c5,"g,a,m,e"
2025-05-13T17:44:41,to eat,comer,True,0.0,6,0,"t,o,e,a,t",,,,5.025753498077393,hangman,1,corpo,ações,114c08d3ce617c5,"t,o,e,a,t"
2025-05-13T17:44:49,day,o dia,True,0.0,6,0,"d,a,y",,,,3.9309563636779785,hangman,1,sistemas,hora,114c08d3ce617c5,"d,a,y"
2025-05-13T17:45:12,so that,para que,True,0.0,6,0,"s,o,t,h,a,t",,,,22.066166162490845,hangman,2,outras_partes_do_discurso,conjunções,114c08d3ce617c5,"t,o,t,h,a,t,s"
2025-05-13T17:45:32,me,me,True,0.16666666666666666,6,1,"m,e",u,,,6.706889867782593,hangman,2,outras_partes_do_discurso,pronomes,114c08d3ce617c5,"e,u,m"
2025-05-13T17:46:08,time,o tempo,True,0.0,6,0,"t,i,m,e",,,,4.307910442352295,hangman,1,sistemas,hora,114c08d3ce617c5,"t,i,m,e"
2025-05-13T17:46:14,show,o programa,True,0.0,6,0,"s,h,o,w",,,,5.33250093460083,hangman,1,comunicações,tv_e_rádio,114c08d3ce617c5,"s,h,o,w"
2025-05-13T17:48:06,do you want insurance?,Quer seguro?,True,0.8333333333333334,6,5,"d,o,y,o,u,w,a,n,t,i,n,s,u,r,a,n,c,e","m,g,p,f,h",,,112.39991974830627,hangman,14,carro,aluguer_de_carro,114c08d3ce617c5,"d,o,y,o,u,w,a,n,t,s,e,g,u,t,a,t,e,h,w,s,d,f,e,i,m,r,y,t,p,c"
2025-05-13T17:48:27,name,o nome,True,0.0,6,0,"n,a,m,e",,,,20.233046293258667,hangman,1,pessoas,identidade,114c08d3ce617c5,"n,a,m,e"
2025-05-13T17:49:19,to take care,cuidar,True,0.16666666666666666,6,1,"t,o,t,a,k,e,c,a,r,e",p,,,28.18856716156006,hangman,9,verbos,expressão_de_sentimentos,114c08d3ce617c5,"t,o,o,e,p,a,k,c,a,r"
2025-05-13T17:50:28,to leave,sair,True,0.0,6,0,"t,o,l,e,a,v,e",,,,16.462353467941284,hangman,1,verbos,ações_2,114c08d3ce617c5,"t,o,l,e,a,v,e"
2025-05-13T17:50:59,stuffed toy,o animal de peluche,False,1.0,6,6,"f,f,e,d,o","m,l,a,z,i,n",,,31.47158455848694,hangman,8,compras,loja_de_artigos_para_criança,114c08d3ce617c5,"a,n,i,m,a,l,f,o,d,e,l,a,z"
2025-05-13T19:59:23,black,preto,True,0.0,6,0,"b,l,a,c,k",,,,4.001824617385864,hangman,1,sistemas,cores,636d4a5a2b929e48,"b,l,a,c,k"
2025-05-13T19:59:35,double,dobro,True,0.0,6,0,"d,o,u,b,l,e",,,,10.00263500213623,hangman,1,adjetivos,descrições_1,636d4a5a2b929e48,"d,o,u,b,l,e"
2025-05-13T20:03:26,six,seis,True,0.0,6,0,"s,i,x",,,,3.0006730556488037,hangman,1,sistemas,numerais_cardinais,ff9e2629db8b9b0,"s,i,x"
2025-05-13T20:04:59,to snow,hevar,False,1.0,6,6,"t,o,s,o,w","g,h,l,i,x,z",,,64.01570987701416,hangman,9,ambiente,tempo,ff9e2629db8b9b0,"t,o,g,h,w,s,h,l,i,z,x"
2025-05-13T20:05:28,to know,saber,True,0.0,6,0,"t,o,k,n,o,w",,,,28.158047914505005,hangman,2,verbos,ensinar_e_aprender,ff9e2629db8b9b0,"k,n,o,w,t"
2025-05-13T20:07:30,what material is it made of?,De que material é feito?,True,0.6666666666666666,6,4,"w,h,a,t,m,a,t,e,r,i,a,l,i,s,i,t,m,a,d,e,o,f","k,u,c,z",,,122.1459128856659,hangman,18,compras,acessórios,ff9e2629db8b9b0,"t,o,m,a,k,e,s,w,h,r,i,a,l,k,c,s,u,h,w,e,a,z,f,r,d"
2025-05-13T20:08:56,disease,a doença,False,1.0,6,6,"i,s,e,a,s,e","t,f,l,r,k,b",,,85.76026034355164,hangman,11,saude,problemas_de_saude,ff9e2629db8b9b0,"s,e,k,b,a,t,e,r,l,i,f"
2025-05-13T20:10:24,to take off,descolar,True,0.3333333333333333,6,2,"t,o,t,a,k,e,o,f,f","u,v",,,26.008268117904663,hangman,6,transportes,transportes_aéreos,ff9e2629db8b9b0,"t,o,u,t,v,e,a,k,f,f"
2025-05-13T20:11:10,in front of,na frente de,True,0.0,6,0,"i,n,f,r,o,n,t,o,f",,,,21.005880117416382,hangman,3,outras_partes_do_discurso,preposições,ff9e2629db8b9b0,"t,o,f,r,o,n,t,o,f,o,i"
2025-05-13T20:12:35,we need to take a urine sample.,Precisamos recolher uma amostra de urina.,True,0.16666666666666666,6,1,"w,e,n,e,e,d,t,o,t,a,k,e,a,u,r,i,n,e,s,a,m,p,l,e",c,,,63.875311613082886,hangman,9,saúde,tratamento,ff9e2629db8b9b0,"u,r,i,n,e,d,w,t,o,a,k,m,s,k,c,p,l"
2025-05-13T20:13:39,the stove is broken.,O forno está estragado.,False,1.0,6,6,"t,h,e,s,t,o,e,i,s,b,r,o,k,e,n","g,w,a,c,l,f",,,64.09271097183228,hangman,7,serviços,reparações,ff9e2629db8b9b0,"t,h,e,f,o,r,n,i,s,b,r,e,a,c,k,i,n,g,n,c,r,w,h,l"
